id,name,num_assets,White_Paper,Webinar,Software_Download,Free_Offer,Live_Event,Case_Study
3910,CyrusOne FocusEMEA&APAC91710 CPG,0,0,0,0,0,0,0
3911,eBoss Focus CPG,0,0,0,0,0,0,0
3912,Test Focus CPG,0,0,0,0,0,0,0
3913,APC FleetTrackingOctober11 CPG,0,0,0,0,0,0,0
3914,Echosign FleetTrackingJanuary12 CPG,0,0,0,0,0,0,0
3915,Wheelhouse FleetTrackingFebruary-March12 CPG,0,0,0,0,0,0,0
3916,Echosign FleetTrackingDecember11 CPG,0,0,0,0,0,0,0
3917,Echo FleetTracking CPG,0,0,0,0,0,0,0
3918,Echo Flashmaps118648Q32011 CPG,0,0,0,0,0,0,0
3919,NetSuite FleetSoftware CPG,0,0,0,0,0,0,0
3920,RES Floor CPG,1,0,0,1,0,0,0
3921,AMEX FocusEMEA/APAC72610 CPG,1,1,0,0,0,0,0
3922,WisegateIT FirstFranciscoPartnersWP CPG,1,0,0,1,0,0,0
3923,wheelhouse? FireGuide CPG,1,0,0,1,0,0,0
3924,wheelhouse FinancialareDrivingOnlineConversions&BuildingCustomerLoyalty CPG,1,1,0,0,0,0,0
3925,Accelrys Financial40108 CPG,1,0,1,0,0,0,0
3926,Mosaic Financial2 CPG,5,5,0,0,0,0,0
3927,Palisade Financial121109 CPG,4,4,0,0,0,0,0
3928,Echosign Financial CPG,1,1,0,0,0,0,0
3929,SMB Flexo CPG,1,1,0,0,0,0,0
3930,Skillsoft FleetTrackingOctober-November12 CPG,3,2,1,0,0,0,0
3931,Shoretel First CPG,0,0,0,0,0,0,0
3932,Edgewave Financial CPG,0,0,0,0,0,0,0
3933,IO Financial CPG,1,1,0,0,0,0,0
3934,Motorola FishQ4 CPG,1,0,1,0,0,0,0
3935,Motorola FirstPhase CPG,0,0,0,0,0,0,0
3936,Mobile Financial CPG,3,3,0,0,0,0,0
3937,dairy FinanceOnDemandMobile CPG,4,4,0,0,0,0,0
3938,VeriSign FinanceJune14thEvent CPG,0,0,0,0,0,0,0
3939,Healthcare FinanceJuly262012 CPG,5,5,0,0,0,0,0
3940,"Online Finance8,2012 CPG",1,1,0,0,0,0,0
3941,CyrusOne Finance20thEvent CPG,2,5,0,0,0,0,0
3942,"Nimsoft Finance17,2012 CPG",0,0,0,0,0,0,0
3943,"Wheelhouse Finance10,2012 CPG",5,5,0,0,0,0,0
3944,"Echosign Finance1,2012 CPG",3,2,1,0,0,0,0
3945,"Palo Finance1,2012 CPG",0,0,0,0,0,0,0
3946,APC Finance CPG,1,1,0,0,0,0,0
3947,Wheelhouse Finance CPG,1,0,0,0,1,0,0
3948,HP First118478QuinstreetITwhitepapersAug-Sept11 CPG,0,0,0,0,0,0,0
3949,Kaseya Finance CPG,5,4,0,0,0,0,1
3950,Adaptive Finance CPG,2,2,0,0,0,0,0
3951,Sybase Finance CPG,8,8,0,0,0,0,0
3952,Dell-Compellent Finance CPG,2,2,0,0,0,0,0
3953,Social GovernmentReport CPG,2,2,0,0,0,0,0
3954,test Germany CPG,2,2,0,0,0,0,0
3955,express Finance CPG,2,2,0,0,0,0,0
3956,8x8 Finance CPG,2,2,0,0,0,0,0
3957,test Finance CPG,3,3,0,0,0,0,0
3958,VeriSign FIN2011 CPG,1,1,0,0,0,0,0
3959,Telecom Filenet52909 CPG,6,6,0,0,0,0,0
3960,Aternity Finance CPG,1,1,0,0,0,0,0
3961,IBM FIN2012 CPG,9,6,0,0,0,0,3
3962,Adaptive Finance CPG,6,6,0,0,0,0,0
3963,Aberdeen FIN CPG,4,4,0,0,0,0,0
3964,Aberdeen FiltrationInfo)Leads51309 CPG,1,1,0,0,0,0,0
3965,Aberdeen Filtration CPG,8,7,1,0,0,0,0
3966,Aberdeen Finance CPG,1,1,0,0,0,0,0
3967,Edgewave Fin43008 CPG,6,0,0,0,0,0,0
3968,Limelight FileQ213 CPG,0,0,0,0,0,0,0
3969,Cognos FilenetLeads80509 CPG,4,4,0,0,0,0,0
3970,Adaptive Finance CPG,0,0,0,0,0,0,0
3971,ITPRO Filenet120710 CPG,6,3,0,0,0,0,3
3972,Welcome File CPG,4,4,0,0,0,0,0
3973,Microsoft Februarycampaign CPG,8,0,0,0,0,0,0
3974,IBMOct2011 February CPG,1,0,1,0,0,0,0
3975,IdentityIntact February CPG,1,1,0,0,0,0,0
3976,tset February CPG,0,0,0,0,0,0,0
3977,test Feb-March CPG,0,0,0,0,0,0,0
3978,test FebMar2012 CPG,3,3,0,0,0,0,0
3979,tset -FebApril2012 CPG,1,0,1,0,0,0,0
3980,F5 Feb CPG,1,0,0,0,0,0,0
3981,Nimsoft Feb CPG,0,0,0,0,0,0,0
3982,Cura Feb CPG,2,2,0,0,0,0,0
3983,ibm Fathom CPG,23,23,0,0,0,0,0
3984,Brainloop Fast CPG,2,2,0,0,0,0,0
3985,Snag FocusQ12012 CPG,0,0,0,0,0,0,0
3986,Blue fashion CPG,0,0,0,0,0,0,0
3987,Windows FAS CPG,0,0,0,0,0,0,0
3988,iCharge FactorsAUS CPG,1,1,0,0,0,0,0
3989,asdgasdgva FacilitiesPaper CPG,3,2,1,0,0,0,0
3990,Brainloop Facilities-Oct2011 CPG,1,1,0,0,0,0,0
3991,Federal Facilities CPG,2,2,0,0,0,0,0
3992,AT&T Facilites CPG,2,2,0,0,0,0,0
3993,Sungard Fanzz CPG,0,0,0,0,0,0,0
3994,Brainloop fake CPG,0,0,0,0,0,0,0
3995,GTT Facilities CPG,6,6,0,0,0,0,0
3996,CIO Facilities CPG,4,5,0,0,0,0,0
3997,VeriSign Fabric CPG,0,0,0,0,0,0,0
3998,SC eZine--Jan CPG,0,0,0,0,0,0,0
3999,Dell eZine_Fall CPG,0,0,0,0,0,0,0
4000,Dell eZine_Dec_Feb CPG,0,0,0,0,0,0,0
4001,ActiveState eZine CPG,2,1,1,0,0,0,0
4002,Radian6 F5whitepaperdownload CPG,3,3,0,0,0,0,0
4003,Definitive eZine CPG,3,3,0,0,0,0,0
4004,dsafds eZine CPG,1,1,0,0,0,0,0
4005,Intel Ezine CPG,2,2,0,0,0,0,0
4006,Paperless eyeinbangalore CPG,1,0,0,0,0,1,0
4007,Technology Eye CPG,10,0,2,0,0,0,0
4008,Mimecast ExprSllrStorageContent-MadisonLogic-72011 CPG,0,0,0,0,0,0,0
4009,Panasonic Express-SystemsX CPG,1,0,1,0,0,0,0
4010,Dell ExpressQ4101309 CPG,2,1,1,0,0,0,0
4011,Dell ExpressQ4100909 CPG,10,0,0,0,0,0,0
4012,BMS ExpressLeads90908 CPG,4,4,0,0,0,0,0
4013,Riverbed ExpressLeads61108 CPG,1,1,0,0,0,0,0
4014,Raritan GoToMeeting CPG,0,0,0,0,0,0,0
4015,Marketry ExpressLeads50409 CPG,1,0,1,0,0,0,0
4016,2Q12 ExpressLeads12609 CPG,1,1,0,0,0,0,0
4017,JBoss ExpressLeads111308 CPG,2,2,0,0,0,0,0
4018,Marketry Leads CPG,5,5,0,0,0,0,0
4019,Kaseya Express(ITWP)Leads62509 CPG,1,1,0,0,0,0,0
4020,Construction Express(IDGTechNetwork)Leads62909 CPG,1,1,0,0,0,0,0
4021,Gov Express CPG,1,1,0,0,0,0,0
4022,Google February CPG,5,5,0,0,0,0,0
4023,SVE FWP91708 CPG,9,9,0,0,0,0,0
4024,Location3 express CPG,0,0,0,0,0,0,0
4025,Citrix express CPG,7,7,0,0,0,0,0
4026,Good ExchangeValue111110 CPG,0,0,0,0,0,0,0
4027,Spredfast Healthcare CPG,0,0,0,0,0,0,0
4028,Jonas F5 CPG,3,3,0,0,0,0,0
4029,GyroHSR leads CPG,1,1,0,0,0,0,0
4030,Autonomy Express CPG,1,1,0,0,0,0,0
4031,BLM express CPG,1,1,0,0,0,0,0
4032,BLM ExpenseandtheSocialMediaEnterprise CPG,1,0,0,0,1,0,0
4033,Jonas FamilyPlan CPG,0,0,0,0,0,0,0
4034,ThreadMetrix France CPG,0,0,0,0,0,0,0
4035,BambooHR LE-Government CPG,0,0,0,0,0,0,0
4036,Hoot Exchange102408 CPG,6,6,0,0,0,0,0
4037,white Example CPG,5,4,1,0,0,0,0
4038,OpenDNS Example CPG,0,0,0,0,0,0,0
4039,Nimsoft_Pan_INCRE_Service_Cloud_Nov11 EveryShouldKnowAboutCloudComputerandeDiscoveryLegal CPG,0,0,0,0,0,0,0
4040,"ESET EventJanuary30,2013 CPG",5,4,1,0,0,0,0
4041,Dell EveryShouldKnowAboutCloudComputingandeDiscovery CPG,4,4,0,0,0,0,0
4042,tset EVALeads90908 CPG,6,5,1,0,0,0,0
4043,test EVALeads80208 CPG,0,0,0,0,0,0,0
4044,test EVALeads52808 CPG,7,7,0,0,0,0,0
4045,Document EUSIEM-Q22012 CPG,5,1,1,0,0,0,3
4046,test2 EUSIEM-Q22012 CPG,5,4,1,0,0,0,0
4047,new EUSIEM-Q22012 CPG,0,0,0,0,0,0,0
4048,VHM Event CPG,0,0,0,0,0,0,0
4049,Blue EUSIEM-Q22012 CPG,2,1,1,0,0,0,0
4050,iKnowtion evaluation CPG,5,1,0,0,0,0,0
4051,Blue EV10809 CPG,1,1,0,0,0,0,0
4052,Q42011 Event CPG,1,1,0,0,0,0,0
4053,Q42011 EVALeads30708 CPG,10,7,0,0,0,0,0
4054,Marketo Event CPG,1,1,0,0,0,0,0
4055,Stanleys Europe CPG,1,2,0,0,0,0,0
4056,TEST EU-Q22012 CPG,1,0,1,0,0,0,0
4057,Citrix2011 EU-Q22012 CPG,1,1,0,0,0,0,0
4058,SeeWhy EU10511 CPG,6,6,0,0,0,0,0
4059,IBM ESMLeads72009 CPG,6,6,0,0,0,0,0
4060,4Q11 EU-Q22012 CPG,1,1,0,0,0,0,0
4061,Symplified EU CPG,0,0,0,0,0,0,0
4062,adf FileNet CPG,0,0,0,0,0,0,0
4063,Brainloop E-Security CPG,25,8,1,0,16,0,0
4064,7 E-Security CPG,0,0,0,0,0,0,0
4065,Third ERP-October12 CPG,0,0,0,0,0,0,0
4066,SMS ERP-March2012 CPG,7,7,0,0,0,0,0
4067,Webcast: ERPDecember12toDecember13 CPG,4,3,1,0,0,0,0
4068,Actiance ERP90611 CPG,8,8,0,0,0,0,0
4069,SC ERP72109 CPG,8,8,0,0,0,0,0
4070,eBook ERP72009 CPG,0,0,0,0,0,0,0
4071,Whitepaper ERP51509 CPG,13,4,0,0,0,0,9
4072,Quest ERP41409 CPG,3,1,2,0,0,0,0
4073,Cisco ERP2012 CPG,7,6,0,0,0,0,1
4074,Talent e-Security CPG,1,1,0,0,0,0,0
4075,AT&T --ERPQ22012 CPG,2,0,2,0,0,0,0
4076,King ERPLeads52109 CPG,0,0,0,0,0,0,0
4077,Google ERP12 CPG,0,0,0,0,0,0,0
4078,HP ERP12 CPG,4,4,0,0,0,0,0
4079,Connectwise ERP11 CPG,1,1,0,0,0,0,0
4080,Oracle ERP11 CPG,7,0,0,0,0,0,0
4081,Oracle URL CPG,0,0,0,0,0,0,0
4082,Autonomy ERP12 CPG,0,0,0,0,0,0,0
4083,Q3/Q4 ERP11 CPG,2,0,0,0,0,0,0
4084,HP ERP12 CPG,1,1,0,0,0,0,0
4085,SeeWhy EU CPG,0,0,0,0,0,0,0
4086,Cloud EU-Q22012 CPG,1,1,0,0,0,0,0
4087,HM ERP CPG,9,9,0,0,0,0,0
4088,Test_ben ERP CPG,5,5,0,0,0,0,0
4089,Google ERP CPG,4,2,1,0,1,0,0
4090,FM EqualLogic32408 CPG,2,2,0,0,0,0,0
4091,Unica ERP CPG,5,4,0,0,1,0,0
4092,Net ERP CPG,3,3,0,0,0,0,0
4093,Webinar Eric CPG,11,0,0,0,0,0,11
4094,Symantec ERP CPG,1,0,1,0,0,0,0
4095,WEBINAR ERM CPG,0,0,0,0,0,0,0
4096,Using eProcure CPG,1,0,1,0,0,0,0
4097,Avomeen E-Print CPG,10,0,0,0,0,0,0
4098,Reevoo2011 EPQ370108 CPG,2,2,0,0,0,0,0
4099,Pay EP81009 CPG,4,4,0,0,0,0,0
4100,Pay EP10909 CPG,1,0,0,1,0,0,0
4101,FireEye_8/12 Entertainment CPG,4,4,0,0,0,0,0
4102,Business EP91208 CPG,0,0,0,0,0,0,0
4103,Quorum EP40109 CPG,0,0,0,0,0,0,0
4104,Business Entrepreneur CPG,0,0,0,0,0,0,0
4105,Business EP53008 CPG,0,0,0,0,0,0,0
4106,Social EP92208 CPG,0,0,0,0,0,0,0
4107,Tririga EP31108 CPG,2,2,0,0,0,0,0
4108,Intel ESMLeads71609 CPG,5,5,0,0,0,0,0
4109,HP EnterprisesJan2010 CPG,6,6,0,0,0,0,0
4110,HP EnterpriseQ32011 CPG,1,0,0,0,0,0,1
4111,Focus EnterpriseQ12013 CPG,3,0,2,0,0,0,1
4112,Zebra EnterprisesConferencingITwhitepapersMay11 CPG,2,2,0,0,0,0,0
4113,Symplified FleetTrackingMay-Sept12 CPG,5,4,0,0,0,0,1
4114,ULE EnterprisePointQ12013 CPG,7,0,0,0,1,0,0
4115,Test EnterpriseHelpsFinancialServicesFirmsImproveEfficiencyandReduce CPG,0,0,0,0,0,0,0
4116,webcast2 EnterpriseHelpsFinancialServicesFirmsImproveEfficiencyandReduce CPG,0,0,0,0,0,0,0
4117,On-Demand EnterpriseGen CPG,0,0,0,0,0,0,0
4118,AppAssure -EnterpriseEdition(5000+)20811 CPG,6,7,0,0,0,0,0
4119,Outsource Enterprise91709 CPG,0,0,0,0,0,0,0
4120,3m Enterprise40695 CPG,0,0,0,0,0,0,0
4121,3W Enterprise2012Q1 CPG,4,0,1,0,0,0,0
4122,HP Enterprise13Logger CPG,0,0,0,0,0,0,0
4123,AVAcorp Enterprise CPG,5,5,0,0,0,0,0
4124,IBM Enterprise CPG,9,1,0,0,0,0,0
4125,Zebra Enterprise2011 CPG,0,0,0,0,0,0,0
4126,KOFAX EnterpriseHelpsFinancialServicesFirmsImproveEfficiencyandReduce CPG,0,0,0,0,0,0,0
4127,WebConferencing Enterprise CPG,13,10,0,2,1,0,0
4128,Symantec HR CPG,85,74,0,1,3,0,7
4129,test EVALeads30708 CPG,2,2,0,0,0,0,0
4130,cloud EU-Q22012 CPG,0,0,0,0,0,0,0
4131,cxcvcxv Enterprise CPG,0,0,0,0,0,0,0
4132,Symantec Enterprise CPG,8,8,0,0,0,0,0
4133,TEST Enterprise CPG,3,3,0,0,0,0,0
4134,IBM Enterprise CPG,5,5,0,0,0,0,0
4135,beyond.com E-N-I CPG,10,0,0,0,0,0,0
4136,Compare English_Test_Q1_13 CPG,10,10,0,0,0,0,0
4137,Cotendo Enterprise CPG,10,4,0,0,0,0,0
4138,Zscaler Enterprise CPG,9,9,0,0,0,0,0
4139,Oracle Enterprise CPG,8,0,0,0,0,0,0
4140,Oracle Upgrade121708 CPG,1,1,0,0,0,0,0
4141,Good Engagement/Retention CPG,0,0,0,0,0,0,0
4142,Google England CPG,0,0,0,0,0,0,0
4143,2011 Engagement/Retention CPG,1,0,1,0,0,0,0
4144,Relational England CPG,1,0,1,0,0,0,0
4145,Workforce Engineering CPG,0,0,0,0,0,0,0
4146,Compare Engineering CPG,1,1,0,0,0,0,0
4147,HP EngageUKLeads82009 CPG,1,1,0,0,0,0,0
4148,Intuit Engagement CPG,1,1,0,0,0,0,0
4149,MED EngageLeads32509 CPG,1,1,0,0,0,0,0
4150,fadsfdsf Engage CPG,1,1,0,0,0,0,0
4151,DK2011 EnergyUtilities CPG,0,0,0,0,0,0,0
4152,sdf Energy2013 CPG,8,1,0,0,0,0,0
4153,BLM EMP82508 CPG,2,2,0,0,0,0,0
4154,Jco EnterpriseQ113 CPG,4,2,0,0,0,0,2
4155,Monetate EnergyWhitePapers CPG,1,1,0,0,0,0,0
4156,2011 Endpoint12.1 CPG,1,1,0,0,0,0,0
4157,Cotendo energy CPG,5,5,0,0,0,0,0
4158,Monetate EngageLeads82009 CPG,0,0,0,0,0,0,0
4159,CenturyLink EMP82808 CPG,10,6,0,0,0,0,3
4160,Test EMP82008 CPG,0,0,0,0,0,0,0
4161,Wheelhouse EMP80109 CPG,1,1,0,0,0,0,0
4162,Wheelhouse EMP73109 CPG,0,0,0,0,0,0,0
4163,Wheelhouse EMP72908 CPG,5,1,0,0,0,0,0
4164,Wheelhouse EMP72409 CPG,7,7,0,0,0,0,0
4165,Nexsan EMP71408 CPG,0,0,0,0,0,0,0
4166,HP EMP71108 CPG,0,0,0,0,0,0,0
4167,HP EMP70909 CPG,0,0,0,0,0,0,0
4168,Serena EMP70808 CPG,2,2,0,0,0,0,0
4169,SybaseAnalytics EMP72408 CPG,1,0,0,0,0,0,0
4170,Sybase EMP72309 CPG,7,0,0,0,0,0,0
4171,Sybase EMP71609 CPG,0,0,0,0,0,0,0
4172,HP EMP70108 CPG,9,6,0,0,0,0,3
4173,IBM EMP80709 CPG,0,0,0,0,0,0,0
4174,test EMP63009 CPG,1,0,0,0,0,0,1
4175,express EMP63009 CPG,2,2,0,0,0,0,0
4176,SC EMP62608 CPG,3,3,0,0,0,0,0
4177,Cisco EMP62608 CPG,0,0,0,0,0,0,0
4178,SAP EMP61908 CPG,5,5,0,0,0,0,0
4179,Ifficient EMP62209 CPG,0,0,0,0,0,0,0
4180,Enterprise EMP91608 CPG,1,1,0,0,0,0,0
4181,BFSI EMP91508 CPG,0,0,0,0,0,0,0
4182,Uninstalling EMP61708 CPG,3,2,0,0,0,0,1
4183,SC EMP61609 CPG,0,0,0,0,0,0,0
4184,iPad EMP61308 CPG,1,1,0,0,0,0,0
4185,white EMP61109 CPG,1,1,0,0,0,0,0
4186,AlcaLu EMP60909 CPG,0,0,0,0,0,0,0
4187,EMC EMP61008 CPG,1,1,0,0,0,0,0
4188,Q4 EMP60608 CPG,2,2,0,0,0,0,0
4189,Express EMP52109 CPG,1,1,0,0,0,0,0
4190,IBM EMP42309 CPG,2,2,0,0,0,0,0
4191,express EMP42108 CPG,8,8,0,0,0,0,0
4192,gdgfg EMP40309 CPG,0,0,0,0,0,0,0
4193,WFO EMP40109 CPG,13,7,6,0,0,0,0
4194,Mobile EMP32608 CPG,3,0,0,0,0,0,0
4195,Dell EMP32608 CPG,1,0,1,0,0,0,0
4196,Q42011 EMP33109 CPG,0,0,0,0,0,0,0
4197,Compuware EMP31609 CPG,8,0,0,0,0,0,0
4198,Cloud EMP20509 CPG,4,4,0,0,0,0,0
4199,sdfdsf EMP111808 CPG,1,1,0,0,0,0,0
4200,Bloomberg EMP102108 CPG,0,0,0,0,0,0,0
4201,test EMP102008 CPG,2,1,1,0,0,0,0
4202,EduXpress: EMP CPG,7,3,4,0,0,0,0
4203,test EMP CPG,2,1,1,0,0,0,0
4204,How EMP CPG,3,2,1,0,0,0,0
4205,Apple EMP111108 CPG,1,1,0,0,0,0,0
4206,http://www.goldenduas.com EMP31909 CPG,1,1,0,0,0,0,0
4207,Tibco EMP111908 CPG,1,0,1,0,0,0,0
4208,Aneurin EMP CPG,6,6,0,0,0,0,0
4209,Test EMP51509 CPG,0,0,0,0,0,0,0
4210,Q1 Emerg CPG,0,0,0,0,0,0,0
4211,Q4 EMEA22411 CPG,7,7,0,0,0,0,0
4212,Wheelhouse EMEA_Q1_13 CPG,7,1,0,0,0,0,0
4213,Supply EMEA CPG,1,1,0,0,0,0,0
4214,Financial EMEA CPG,1,1,0,0,0,0,0
4215,NS Emerson CPG,1,1,0,0,0,0,0
4216,Villanova MVA CPG,5,2,3,0,0,0,0
4217,Sophos EMEA CPG,7,7,0,0,0,0,0
4218,WP EMEA CPG,6,6,0,0,0,0,0
4219,test EMEA CPG,10,10,0,0,0,0,0
4220,sd EMEA CPG,3,2,1,0,0,0,0
4221,Compuware EMEA CPG,4,4,0,0,0,0,0
4222,Adaptive EMEA CPG,3,3,0,0,0,0,0
4223,Services EMEA CPG,4,4,0,0,0,0,0
4224,Express EMC CPG,0,0,0,0,0,0,0
4225,Waste Embedded CPG,9,0,0,0,0,0,0
4226,New EmailQ42011 CPG,1,0,1,0,0,0,0
4227,test Email CPG,3,1,0,0,0,0,0
4228,Peer EMEA CPG,1,1,0,0,0,0,0
4229,IBM Element CPG,11,10,0,0,0,0,1
4230,Fall ElectricJune CPG,0,0,0,0,0,0,0
4231,Top Electric CPG,1,1,0,0,0,0,0
4232,Ivinco Electric CPG,1,1,0,0,0,0,0
4233,Wheelhouse e-learning CPG,1,1,0,0,0,0,0
4234,Thought EHS CPG,2,2,0,0,0,0,0
4235,learning ElectricOCT12 CPG,0,0,0,0,0,0,0
4236,Cisco Electric CPG,0,0,0,0,0,0,0
4237,Webroot istestcampaign CPG,9,0,0,0,0,0,0
4238,Wordstream2 eGuideIDGMay-June'11 CPG,4,4,0,0,0,0,0
4239,Suske eGuideIDGAug-Oct'11 CPG,1,1,0,0,0,0,0
4240,SC Effectiveness CPG,2,2,0,0,0,0,0
4241,Success EHR CPG,0,0,0,0,0,0,0
4242,Dell eGuideIDGJan-Mar'12 CPG,0,0,0,0,0,0,0
4243,Kit-Digital EDW13 CPG,0,0,0,0,0,0,0
4244,Kit EE CPG,3,3,0,0,0,0,0
4245,Professional EDW13 CPG,0,0,0,0,0,0,0
4246,MEDIAmobz EduNeering CPG,13,13,0,0,0,0,0
4247,SMCA EduNeering CPG,7,0,0,0,0,0,0
4248,MovinCool Education2012 CPG,4,4,0,0,0,0,0
4249,The Education CPG,7,0,0,0,0,0,0
4250,Integration Ecommerce2013 CPG,1,0,1,0,0,0,0
4251,Bimixs E-Commerce CPG,0,0,0,0,0,0,0
4252,Global E-Commerce CPG,2,0,1,0,0,1,0
4253,V3 e-commerce CPG,0,0,0,0,0,0,0
4254,Security E-Commerce CPG,1,0,0,0,1,0,0
4255,SHL eCommerceinKeyLocalMarketsforSoftwareandSaaS CPG,0,0,0,0,0,0,0
4256,CCMI Ecomm CPG,0,0,0,0,0,0,0
4257,Hanny ECM CPG,0,0,0,0,0,0,0
4258,OpenText Echosign CPG,1,1,0,0,0,0,0
4259,Cogentys eBook CPG,1,0,0,0,1,0,0
4260,EMA Ecommerce CPG,2,2,0,0,0,0,0
4261,Oracle Ecommerce CPG,1,1,0,0,0,0,0
4262,Oracle Unix CPG,5,5,0,0,0,0,0
4263,CA ECMDays CPG,2,2,0,0,0,0,0
4264,Quorum eCommerce CPG,0,0,0,0,0,0,0
4265,Oracle ecommerce CPG,1,0,0,0,1,0,0
4266,Oracle Unix CPG,2,2,0,0,0,0,0
4267,Email EchoSign CPG,1,1,0,0,0,0,0
4268,OpenText eBookDataScience CPG,9,0,8,0,1,0,0
4269,The ebook CPG,0,0,0,0,0,0,0
4270,CallPro EBFQ4100209 CPG,0,0,0,0,0,0,0
4271,Cogentys EBFLeads72508 CPG,3,3,0,0,0,0,0
4272,HR.BLR.com EMP CPG,1,1,0,0,0,0,0
4273,Balihoo ebook CPG,0,0,0,0,0,0,0
4274,Q1 EBF100108 CPG,1,0,0,0,0,1,0
4275,Cisco EBF32808 CPG,0,0,0,0,0,0,0
4276,Cisco EBF10709 CPG,0,0,0,0,0,0,0
4277,Cisco Dynamics CPG,2,2,0,0,0,0,0
4278,Cisco Dynamics CPG,0,0,0,0,0,0,0
4279,Cisco Dynamic33010 CPG,0,0,0,0,0,0,0
4280,Schneider EBF61108 CPG,0,0,0,0,0,0,0
4281,IBM EBF100209 CPG,0,0,0,0,0,0,0
4282,Sophos DWA33010 CPG,1,1,0,0,0,0,0
4283,Buisness.com DWA CPG,1,1,0,0,0,0,0
4284,JUNK DWA CPG,1,1,0,0,0,0,0
4285,ELIMINATE DWA CPG,10,10,0,0,0,0,0
4286,SpectorSoft DWA CPG,1,1,0,0,0,0,0
4287,Innotas DWA CPG,4,4,0,0,0,0,0
4288,Wheelhouse DW CPG,3,3,0,0,0,0,0
4289,BMC DWA CPG,4,4,0,0,0,0,0
4290,Varicent Dummy CPG,0,0,0,0,0,0,0
4291,Varicent Duck CPG,1,1,0,0,0,0,0
4292,Smarter DropPanIDGOct-Dec2012 CPG,2,0,2,0,0,0,0
4293,Smarter DriveDigitizationinInsurance CPG,2,0,2,0,0,0,0
4294,Amrinde Domain70208 CPG,1,0,0,0,1,0,0
4295,CSC Domain63009 CPG,2,1,0,0,0,0,1
4296,Tririga Drainage/SUDS CPG,1,0,0,0,0,0,1
4297,Tririga DR122908 CPG,0,0,0,0,0,0,0
4298,Sourcefire Domain51608 CPG,1,0,0,1,0,0,0
4299,Internap DriveDigitizationinInsurance CPG,1,1,0,0,0,0,0
4300,Oracle Domain32408 CPG,0,0,0,0,0,0,0
4301,Oracle UniversityProgramforFinancialPlanning CPG,5,3,2,0,0,0,0
4302,Wheelhouse Domain CPG,6,6,0,0,0,0,0
4303,AvePoint dohaveacampaign CPG,0,0,0,0,0,0,0
4304,HR.BLR.com DML CPG,2,2,0,0,0,0,0
4305,HR.BLR.com DML CPG,0,0,0,0,0,0,0
4306,Product DMILT CPG,0,0,0,0,0,0,0
4307,Osterman DLP CPG,54,54,0,0,0,0,0
4308,Freshdesk-visibiliity DLeads CPG,0,0,0,0,0,0,0
4309,Replicon Domain11409 CPG,0,0,0,0,0,0,0
4310,Replicon Domain101608 CPG,1,0,1,0,0,0,0
4311,"Category DIYPracticeChecklist,Whitepaper CPG",0,0,0,0,0,0,0
4312,Synapseindia DistributionGettingitRightUpFront CPG,1,0,0,0,0,0,0
4313,test DisasterLeads91508 CPG,0,0,0,0,0,0,0
4314,Facebook Displayads-Nov/Dec2012 CPG,0,0,0,0,0,0,0
4315,Live Display CPG,5,3,0,0,0,0,2
4316,Test DirectUS20310 CPG,0,0,0,0,0,0,0
4317,accel DirectionHLOTD CPG,1,1,0,0,0,0,0
4318,Test_Rocco Drive CPG,1,1,0,0,0,0,0
4319,Brainloop DirectQ1 CPG,1,1,0,0,0,0,0
4320,Health EMP91008 CPG,1,0,1,0,0,0,0
4321,Silverpop DownloadLeads70709 CPG,0,0,0,0,0,0,0
4322,Silverpop doescost CPG,4,4,0,0,0,0,0
4323,Mace CPL CPG,0,0,0,0,0,0,0
4324,Gomez Leads CPG,0,0,0,0,0,0,0
4325,Gomez June CPG,1,2,0,0,0,0,0
4326,Bloomberg GoToTraining90210 CPG,2,2,0,0,0,0,0
4327,Bloomberg EBF40109 CPG,1,0,1,0,0,0,0
4328,Free DistributionGettingitRightUpFront CPG,1,1,0,0,0,0,0
4329,Symantec DirectTest CPG,1,1,0,0,0,0,0
4330,Free Distribution CPG,1,1,0,0,0,0,0
4331,"N2WDMS,Compliance DirectGovernment CPG",10,0,0,0,0,0,0
4332,Gartner DP51308 CPG,0,0,0,0,0,0,0
4333,WebMD DSS CPG,6,4,2,0,0,0,0
4334,Acronis DisasterLeads62308 CPG,1,1,0,0,0,0,0
4335,January DWA CPG,10,1,0,0,0,0,0
4336,Citrix Disaster60211 CPG,7,1,0,0,0,0,0
4337,Aerohive DirectdbaDoorHangerAds CPG,5,3,0,0,0,0,0
4338,VeriSign Directcampaign CPG,1,1,0,0,0,0,0
4339,Ethernet DirectUK21210 CPG,4,0,4,0,0,0,0
4340,Content Direct2013 CPG,0,0,0,0,0,0,0
4341,MetricStream Direct CPG,8,1,0,0,0,0,0
4342,8x8 DigitalMandate CPG,0,0,0,0,0,0,0
4343,Kaseya DigitalApril2010 CPG,6,6,0,0,0,0,0
4344,DDoS-SecurityWeek Digital CPG,3,2,1,0,0,0,0
4345,Gartner Direct CPG,1,1,0,0,0,0,0
4346,ClickZ EDGE CPG,3,2,0,0,0,0,1
4347,BMC DigitalALL CPG,7,6,1,0,0,0,0
4348,Internap Direct CPG,1,1,0,0,0,0,0
4349,Bronto DigitalLeadsforSAP CPG,2,2,0,0,0,0,0
4350,Sales Digital CPG,2,2,0,0,0,0,0
4351,C Digital CPG,2,2,0,0,0,0,0
