TR_ID,brand,listPrice,shippingPeriod,date,category
1321,Samsung,39900,5,10/25/2012 3:03,Mobiles
1322,BlackBerry,14490,3,10/25/2012 3:03,Mobiles
1323,Karbonn,5260,6,10/25/2012 3:03,Mobiles
1324,Samsung,4990,3,10/25/2012 3:03,Mobiles
1325,HTC,34199,5,10/25/2012 3:03,Mobiles
1326,Micromax,3820,7,10/25/2012 3:03,Mobiles
1327,Micromax,3499,7,10/25/2012 3:03,Mobiles
1328,Motorola,12990,7,10/25/2012 3:03,Mobiles
1329,Motorola,6549,6,10/25/2012 3:03,Mobiles
1330,Nokia,1239,6,10/25/2012 3:03,Mobiles
1331,Samsung,3890,4,10/25/2012 3:03,Mobiles
1332,Samsung,3150,3,10/25/2012 3:03,Mobiles
1333,Samsung,2150,5,10/25/2012 3:03,Mobiles
1334,Samsung,2490,3,10/25/2012 3:03,Mobiles
1335,Samsung,8490,3,10/25/2012 3:03,Mobiles
1336,Samsung,15500,5,10/25/2012 3:03,Mobiles
1337,Nokia,18790,3,10/25/2012 5:20,Mobiles
1338,BlackBerry,15108,4,10/25/2012 7:00,Mobiles
1339,BlackBerry,9595,4,10/25/2012 7:00,Mobiles
1340,BlackBerry,11505,4,10/25/2012 7:00,Mobiles
1341,BlackBerry,11900,5,10/25/2012 7:00,Mobiles
1342,Htc,11511,6,10/25/2012 7:00,Mobiles
1343,Htc,11511,3,10/25/2012 7:00,Mobiles
1344,Nokia,9007,3,10/25/2012 7:00,Mobiles
1345,LG,6490,5,10/25/2012 7:01,Mobiles
1346,Apple,43640,4,10/25/2012 7:01,Mobiles
1347,BlackBerry,25470,4,10/25/2012 7:01,Mobiles
1348,BlackBerry,18015,3,10/25/2012 7:01,Mobiles
1349,HTC,17831,5,10/25/2012 7:01,Mobiles
1350,HTC,35198,5,10/25/2012 7:01,Mobiles
1351,HTC,35200,6,10/25/2012 7:01,Mobiles
1352,HTC,13135,4,10/25/2012 7:01,Mobiles
1353,Karbonn,5290,3,10/25/2012 7:01,Mobiles
1354,LG,4654,7,10/25/2012 7:01,Mobiles
1355,Motorola,14200,3,10/25/2012 7:01,Mobiles
1356,Motorola,28590,3,10/25/2012 7:01,Mobiles
1357,Nokia,14970,3,10/25/2012 7:01,Mobiles
1358,Nokia,18790,3,10/25/2012 7:01,Mobiles
1359,Nokia,18522,5,10/25/2012 7:01,Mobiles
1360,Samsung,8490,4,10/25/2012 7:01,Mobiles
1361,Sony Ericsson,16900,6,10/25/2012 7:01,Mobiles
1362,Sony,10056,6,10/25/2012 7:02,Mobiles
1363,Karbonn,6700,4,10/25/2012 7:02,Mobiles
1364,Micromax,4999,3,10/25/2012 7:02,Mobiles
1365,Micromax,6180,3,10/25/2012 7:02,Mobiles
1366,Nokia,6210,7,10/25/2012 7:02,Mobiles
1367,Samsung,3190,7,10/25/2012 7:02,Mobiles
1368,Samsung,6790,3,10/25/2012 7:02,Mobiles
1369,Samsung,15900,7,10/25/2012 7:02,Mobiles
1370,Sony,14499,4,10/25/2012 7:02,Mobiles
1371,Sony,9280,4,10/25/2012 7:02,Mobiles
1372,Nokia,12174,7,10/25/2012 7:02,Mobiles
1373,Micromax,4299,5,10/25/2012 7:03,Mobiles
1374,Karbonn,4110,3,10/25/2012 7:03,Mobiles
1375,LG,27992,3,10/25/2012 7:03,Mobiles
1376,LG,7252,6,10/25/2012 7:03,Mobiles
1377,MICROMAX,4950,5,10/25/2012 7:03,Mobiles
1378,MOTOROLA,22368,7,10/25/2012 7:03,Mobiles
1379,Nokia,6349,6,10/25/2012 7:03,Mobiles
1380,Nokia,6116,5,10/25/2012 7:03,Mobiles
1381,Nokia,32000,4,10/25/2012 7:03,Mobiles
1382,Samsung,36900,3,10/25/2012 7:03,Mobiles
1383,Samsung,16900,4,10/25/2012 7:03,Mobiles
1384,Sony,30999,7,10/25/2012 7:03,Mobiles
1385,Sony,19471,6,10/25/2012 7:03,Mobiles
1386,Spice,4907,6,10/25/2012 7:03,Mobiles
1387,Karbonn,8489,7,10/25/2012 8:11,Mobiles
1388,HTC,10399,4,10/25/2012 8:11,Mobiles
1389,Micromax,2750,7,10/25/2012 8:11,Mobiles
1390,Airtyme,2338,4,10/25/2012 8:15,Mobiles
1391,BlackBerry,14490,4,10/25/2012 8:16,Mobiles
1392,Micromax,5159,6,10/25/2012 8:16,Mobiles
1393,Nokia,6199,4,10/25/2012 8:16,Mobiles
1394,HTC,10149,4,10/25/2012 8:16,Mobiles
1395,Karbonn,6849,3,10/25/2012 8:16,Mobiles
1396,Lava,1235,4,10/25/2012 8:16,Mobiles
1397,Micromax,3749,5,10/25/2012 8:17,Mobiles
1398,Micromax,1539,4,10/25/2012 8:17,Mobiles
1399,Micromax,1539,4,10/25/2012 8:17,Mobiles
1400,Sony,22200,7,10/25/2012 8:17,Mobiles
1401,Apple,39869,4,10/25/2012 8:17,Mobiles
1402,Motorola,12899,7,10/25/2012 8:17,Mobiles
1403,Fujifilm,4499,4,10/25/2012 8:20,Cameras
1404,LG,18090,7,10/25/2012 8:21,Mobiles
1405,Sony,9899,7,10/25/2012 8:21,Mobiles
1406,HTC,15299,4,10/25/2012 8:21,Mobiles
1407,Sony,29109,7,10/25/2012 8:21,Mobiles
1408,Sony,17990,7,10/25/2012 8:22,Mobiles
1409,Karbonn,9699,3,10/25/2012 8:25,Mobiles
1410,Karbonn,8489,5,10/25/2012 8:42,Mobiles
1411,Airtyme,2338,6,10/25/2012 8:42,Mobiles
1412,HTC,10399,6,10/25/2012 8:42,Mobiles
1413,Nokia,6509,6,10/25/2012 8:43,Mobiles
1414,Micromax,2750,4,10/25/2012 8:43,Mobiles
1415,BlackBerry,14490,6,10/25/2012 8:44,Mobiles
1416,HTC,10149,3,10/25/2012 8:44,Mobiles
1417,Lava,1235,4,10/25/2012 8:44,Mobiles
1418,Apple,43640,6,10/25/2012 8:45,Mobiles
1419,LG,10351,4,10/25/2012 8:45,Mobiles
1420,Nokia,18790,4,10/25/2012 8:45,Mobiles
1421,Micromax,5159,3,10/25/2012 8:45,Mobiles
1422,Micromax,1539,7,10/25/2012 8:45,Mobiles
1423,Micromax,1539,7,10/25/2012 8:45,Mobiles
1424,Karbonn,6849,6,10/25/2012 8:45,Mobiles
1425,Micromax,5209,7,10/25/2012 8:45,Mobiles
1426,Motorola,12899,4,10/25/2012 8:45,Mobiles
1427,Nokia,6199,5,10/25/2012 9:00,Mobiles
1428,Sony,14499,4,10/25/2012 9:01,Mobiles
1429,Apple,39869,6,10/25/2012 9:01,Mobiles
1430,HTC,10399,7,10/25/2012 9:03,Mobiles
1431,Karbonn,8489,7,10/25/2012 9:04,Mobiles
1432,Micromax,2750,3,10/25/2012 9:20,Mobiles
1433,Samsung,34900,5,10/25/2012 9:21,Mobiles
1434,BlackBerry,14490,7,10/25/2012 9:21,Mobiles
1435,Airtyme,2338,5,10/25/2012 9:21,Mobiles
1436,HTC,10149,3,10/25/2012 9:21,Mobiles
1437,Karbonn,6849,4,10/25/2012 9:21,Mobiles
1438,Lava,1235,4,10/25/2012 9:21,Mobiles
1439,Nikon,5290,5,10/25/2012 9:22,Cameras
1440,Micromax,5159,4,10/25/2012 9:22,Mobiles
1441,Micromax,1539,3,10/25/2012 9:22,Mobiles
1442,Micromax,1539,5,10/25/2012 9:22,Mobiles
1443,Nokia,6199,7,10/25/2012 9:22,Mobiles
1444,Sony,14499,5,10/25/2012 9:22,Mobiles
1445,Apple,39869,5,10/25/2012 9:22,Mobiles
1446,Micromax,5209,4,10/25/2012 9:22,Mobiles
1447,Motorola,12899,3,10/25/2012 9:22,Mobiles
1448,Apple,43640,6,10/25/2012 9:23,Mobiles
1449,LG,10351,3,10/25/2012 9:23,Mobiles
1450,Nokia,18790,3,10/25/2012 9:23,Mobiles
1451,Nokia,6509,7,10/25/2012 9:41,Mobiles
1452,Karbonn,8489,5,10/25/2012 9:43,Mobiles
1453,Airtyme,2338,3,10/25/2012 9:43,Mobiles
1454,HTC,10399,3,10/25/2012 9:43,Mobiles
1455,Micromax,2750,6,10/25/2012 9:43,Mobiles
1456,Lava,1235,4,10/25/2012 10:00,Mobiles
1457,BlackBerry,14490,6,10/25/2012 10:01,Mobiles
1458,Micromax,5159,4,10/25/2012 10:01,Mobiles
1459,Micromax,1539,7,10/25/2012 10:01,Mobiles
1460,Micromax,1539,5,10/25/2012 10:01,Mobiles
1461,HTC,10149,5,10/25/2012 10:01,Mobiles
1462,Karbonn,6849,6,10/25/2012 10:01,Mobiles
1463,Micromax,5209,7,10/25/2012 10:01,Mobiles
1464,Motorola,12899,4,10/25/2012 10:01,Mobiles
1465,Micromax,3749,4,10/25/2012 10:02,Mobiles
1466,Nokia,6199,7,10/25/2012 10:02,Mobiles
1467,Sony,22200,6,10/25/2012 10:02,Mobiles
1468,Sony,14499,5,10/25/2012 10:02,Mobiles
1469,Apple,39869,6,10/25/2012 10:02,Mobiles
1470,Apple,43640,5,10/25/2012 10:03,Mobiles
1471,LG,10351,5,10/25/2012 10:03,Mobiles
1472,Nokia,18790,3,10/25/2012 10:03,Mobiles
1473,Sony,27999,5,10/25/2012 10:03,Mobiles
1474,Samsung,36900,3,10/25/2012 10:21,Mobiles
1475,Micromax,5999,7,10/25/2012 10:23,Mobiles
1476,Nokia,6509,4,10/25/2012 10:23,Mobiles
1477,Nokia,2594,5,10/25/2012 11:00,Mobiles
1478,Samsung,4990,4,10/25/2012 11:00,Mobiles
1479,Samsung,7089,4,10/25/2012 11:00,Mobiles
1480,Karbonn,8489,5,10/25/2012 11:02,Mobiles
1481,Airtyme,2338,3,10/25/2012 11:02,Mobiles
1482,HTC,10399,4,10/25/2012 11:02,Mobiles
1483,Micromax,2750,6,10/25/2012 11:02,Mobiles
1484,Samsung,999,7,10/25/2012 11:02,Mobiles
1485,Nokia,6199,6,10/25/2012 11:03,Mobiles
1486,Sony,14499,4,10/25/2012 11:03,Mobiles
1487,Apple,39869,3,10/25/2012 11:03,Mobiles
1488,HTC,10149,5,10/25/2012 11:03,Mobiles
1489,Karbonn,6849,6,10/25/2012 11:03,Mobiles
1490,Lava,1235,5,10/25/2012 11:03,Mobiles
1491,Micromax,1584,4,10/25/2012 11:03,Mobiles
1492,Micromax,1539,6,10/25/2012 11:20,Mobiles
1493,Micromax,1539,7,10/25/2012 11:20,Mobiles
1494,Micromax,5209,5,10/25/2012 11:21,Mobiles
1495,Apple,43640,6,10/25/2012 11:22,Mobiles
1496,LG,10351,3,10/25/2012 11:22,Mobiles
1497,Nokia,18790,5,10/25/2012 11:22,Mobiles
1498,Nokia,6509,6,10/25/2012 11:41,Mobiles
1499,Intex,889,5,10/25/2012 11:41,Mobiles
1500,Apple,43640,3,10/25/2012 11:42,Mobiles
1501,Nokia,18790,5,10/25/2012 11:42,Mobiles
1502,Karbonn,8489,6,10/25/2012 12:01,Mobiles
1503,Nokia,6199,4,10/25/2012 12:02,Mobiles
1504,Airtyme,2338,6,10/25/2012 12:02,Mobiles
1505,Samsung,999,3,10/25/2012 12:02,Mobiles
1506,Sony,14499,4,10/25/2012 12:03,Mobiles
1507,Lava,1235,7,10/25/2012 12:03,Mobiles
1508,Nokia,4589,3,10/25/2012 12:20,Mobiles
1509,Micromax,5209,5,10/25/2012 12:20,Mobiles
1510,Apple,43640,5,10/25/2012 12:21,Mobiles
1511,Nokia,18790,5,10/25/2012 12:21,Mobiles
1512,Airtyme,2338,7,10/25/2012 12:40,Mobiles
1513,Samsung,999,5,10/25/2012 12:40,Mobiles
1514,Karbonn,8489,5,10/25/2012 12:41,Mobiles
1515,Nokia,6199,3,10/25/2012 12:41,Mobiles
1516,Sony,14499,6,10/25/2012 12:41,Mobiles
1517,Motorola,12899,7,10/25/2012 12:42,Mobiles
1518,Airtyme,2595,4,10/26/2012 1:20,Mobiles
1519,Nokia,6410,7,10/26/2012 1:21,Mobiles
1520,Intex,887,7,10/26/2012 1:21,Mobiles
1521,Nokia,1559,4,10/26/2012 1:21,Mobiles
1522,HTC,16999,4,10/26/2012 1:23,Mobiles
1523,Karbonn,4999,7,10/26/2012 2:00,Mobiles
1524,Sony,9550,7,10/26/2012 2:01,Mobiles
1525,Micromax,4499,6,10/26/2012 2:01,Mobiles
1526,Nokia,6099,3,10/26/2012 2:02,Mobiles
1527,Samsung,39900,3,10/26/2012 3:00,Mobiles
1528,AirTyme,1549,4,10/26/2012 3:00,Mobiles
1529,AirTyme,1549,7,10/26/2012 3:00,Mobiles
1530,Arise,849,7,10/26/2012 3:00,Mobiles
1531,Motorola,19999,6,10/26/2012 3:00,Mobiles
1532,HTC,8049,6,10/26/2012 3:00,Mobiles
1533,HTC,8099,3,10/26/2012 3:00,Mobiles
1534,Motorola,13199,3,10/26/2012 3:00,Mobiles
1535,Samsung,34900,4,10/26/2012 3:01,Mobiles
1536,Nokia,4589,6,10/26/2012 3:01,Mobiles
1537,Nokia,6509,3,10/26/2012 3:01,Mobiles
1538,Sony,14499,3,10/26/2012 3:01,Mobiles
1539,Airtyme,2338,7,10/26/2012 3:01,Mobiles
1540,BlackBerry,10419,4,10/26/2012 3:01,Mobiles
1541,Intex,889,4,10/26/2012 3:01,Mobiles
1542,Micromax,1584,7,10/26/2012 3:01,Mobiles
1543,Motorola,9398,4,10/26/2012 3:01,Mobiles
1544,Nokia,1529,5,10/26/2012 3:01,Mobiles
1545,Samsung,3150,3,10/26/2012 3:01,Mobiles
1546,Samsung,990,3,10/26/2012 3:01,Mobiles
1547,Samsung,949,5,10/26/2012 3:01,Mobiles
1548,Samsung,11400,6,10/26/2012 3:01,Mobiles
1549,Samsung,7090,7,10/26/2012 3:01,Mobiles
1550,Samsung,7090,5,10/26/2012 3:01,Mobiles
1551,Samsung,7090,4,10/26/2012 3:01,Mobiles
1552,Samsung,8490,4,10/26/2012 3:01,Mobiles
1553,Samsung,11900,5,10/26/2012 3:01,Mobiles
1554,Spice,3999,5,10/26/2012 3:01,Mobiles
1555,Arise,849,6,10/26/2012 3:02,Mobiles
1556,Arise,1870,3,10/26/2012 3:02,Mobiles
1557,IBall,12559,4,10/26/2012 3:02,Mobiles
1558,Motorola,14889,4,10/26/2012 3:02,Mobiles
1559,Samsung,16990,4,10/26/2012 3:02,Mobiles
1560,Apple,39869,7,10/26/2012 3:02,Mobiles
1561,BlackBerry,8380,5,10/26/2012 3:02,Mobiles
1562,HTC,17899,3,10/26/2012 3:02,Mobiles
1563,HTC,34199,7,10/26/2012 3:02,Mobiles
1564,IBall,2149,3,10/26/2012 3:02,Mobiles
1565,IBall,2149,5,10/26/2012 3:02,Mobiles
1566,Karbonn,9499,6,10/26/2012 3:02,Mobiles
1567,Micromax,3820,5,10/26/2012 3:02,Mobiles
1568,Micromax,3499,6,10/26/2012 3:02,Mobiles
1569,Motorola,4599,7,10/26/2012 3:02,Mobiles
1570,Motorola,6549,6,10/26/2012 3:02,Mobiles
1571,Samsung,3890,7,10/26/2012 3:02,Mobiles
1572,Samsung,999,4,10/26/2012 3:02,Mobiles
1573,Samsung,2150,7,10/26/2012 3:02,Mobiles
1574,Samsung,2490,6,10/26/2012 3:02,Mobiles
1575,Sony Ericsson,18699,6,10/26/2012 3:02,Mobiles
1576,HTC,11999,4,10/26/2012 3:03,Mobiles
1577,Micromax,5159,6,10/26/2012 3:03,Mobiles
1578,Nokia,4589,3,10/26/2012 3:03,Mobiles
1579,HTC,10299,7,10/26/2012 3:03,Mobiles
1580,HTC,10149,3,10/26/2012 3:03,Mobiles
1581,Lava,1235,4,10/26/2012 3:03,Mobiles
1582,Micromax,5209,4,10/26/2012 3:03,Mobiles
1583,Micromax,2369,4,10/26/2012 3:03,Mobiles
1584,Samsung,29990,5,10/26/2012 3:03,Mobiles
1585,Spice,2949,7,10/26/2012 3:03,Mobiles
1586,Spice,2949,4,10/26/2012 3:03,Mobiles
1587,HTC,15649,6,10/26/2012 3:04,Mobiles
1588,Olympus,4399,3,10/26/2012 3:20,Cameras
1589,AirTyme,1549,6,10/26/2012 3:20,Mobiles
1590,AirTyme,1549,7,10/26/2012 3:20,Mobiles
1591,Motorola,19999,4,10/26/2012 3:20,Mobiles
1592,Nokia,4589,5,10/26/2012 3:20,Mobiles
1593,HTC,8099,6,10/26/2012 3:20,Mobiles
1594,Motorola,13199,7,10/26/2012 3:20,Mobiles
1595,Nokia,1559,6,10/26/2012 3:20,Mobiles
1596,Spice,3999,6,10/26/2012 3:20,Mobiles
1597,Nikon,15470,3,10/26/2012 3:21,Cameras
1598,Nikon,16440,5,10/26/2012 3:21,Cameras
1599,Sony,11920,3,10/26/2012 3:21,Cameras
1600,Motorola,12899,5,10/26/2012 3:23,Mobiles
1601,Samsung,15900,3,10/26/2012 3:41,Mobiles
1602,Samsung,36900,7,10/26/2012 3:42,Mobiles
1603,Spice,4907,6,10/26/2012 3:42,Mobiles
1604,Nokia,1559,7,10/26/2012 4:01,Mobiles
1605,Motorola,12899,4,10/26/2012 4:20,Mobiles
1606,Samsung,3890,6,10/26/2012 4:21,Mobiles
1607,Arise,849,5,10/26/2012 4:41,Mobiles
1608,Nokia,1559,4,10/26/2012 4:41,Mobiles
1609,Motorola,12899,3,10/26/2012 4:43,Mobiles
1610,Nikon,16440,7,10/26/2012 5:02,Cameras
1611,Airtyme,2595,4,10/26/2012 5:02,Mobiles
1612,BlackBerry,10419,7,10/26/2012 5:03,Mobiles
1613,Karbonn,6429,4,10/26/2012 5:03,Mobiles
1614,Nokia,6410,5,10/26/2012 5:04,Mobiles
1615,Nokia,3299,5,10/26/2012 5:04,Mobiles
1616,Micromax,1539,7,10/26/2012 5:05,Mobiles
1617,Karbonn,4999,4,10/26/2012 5:24,Mobiles
1618,Arise,849,5,10/26/2012 5:42,Mobiles
1619,Airtyme,2595,5,10/26/2012 5:42,Mobiles
1620,Motorola,12899,7,10/26/2012 5:42,Mobiles
1621,Karbonn,4999,3,10/26/2012 5:44,Mobiles
1622,BlackBerry,10419,7,10/26/2012 5:44,Mobiles
1623,Apple,38449,5,10/26/2012 5:45,Mobiles
1624,Micromax,1539,4,10/26/2012 5:45,Mobiles
1625,Karbonn,6429,5,10/26/2012 5:45,Mobiles
1626,Nokia,6410,6,10/26/2012 6:00,Mobiles
1627,Nokia,3299,7,10/26/2012 6:00,Mobiles
1628,Micromax,4499,4,10/26/2012 6:02,Mobiles
1629,Nokia,1179,7,10/26/2012 6:03,Mobiles
1630,Nokia,2258,4,10/26/2012 6:03,Mobiles
1631,Nokia,4069,3,10/26/2012 6:03,Mobiles
1632,Nokia,3269,6,10/26/2012 6:03,Mobiles
1633,Samsung,3669,4,10/26/2012 6:03,Mobiles
1634,Samsung,34900,6,10/26/2012 6:03,Mobiles
1635,Samsung,7890,6,10/26/2012 6:03,Mobiles
1636,Videocon,2449,7,10/26/2012 6:03,Mobiles
1637,Sony,9550,5,10/26/2012 6:03,Mobiles
1638,Nokia,6099,4,10/26/2012 6:04,Mobiles
1639,Spice,4907,6,10/26/2012 6:04,Mobiles
1640,Karbonn,8299,4,10/26/2012 6:05,Mobiles
1641,Arise,849,5,10/26/2012 6:05,Mobiles
1642,Micromax,5999,5,10/26/2012 6:20,Mobiles
1643,Micromax,3999,5,10/26/2012 6:20,Mobiles
1644,Nokia,999,7,10/26/2012 6:20,Mobiles
1645,Samsung,4990,6,10/26/2012 6:20,Mobiles
1646,Samsung,11099,6,10/26/2012 6:20,Mobiles
1647,Samsung,7089,6,10/26/2012 6:20,Mobiles
1648,Samsung,3150,6,10/26/2012 6:20,Mobiles
1649,Sony,17499,4,10/26/2012 6:20,Mobiles
1650,Sony,28199,3,10/26/2012 6:20,Mobiles
1651,Sony,14990,4,10/26/2012 6:20,Mobiles
1652,Micromax,1999,3,10/26/2012 6:20,Mobiles
1653,Nikon,4355,7,10/26/2012 6:21,Cameras
1654,Nikon,13530,4,10/26/2012 6:21,Cameras
1655,Nokia,2594,5,10/26/2012 6:21,Mobiles
1656,Samsung,15499,6,10/26/2012 6:21,Mobiles
1657,Samsung,25900,3,10/26/2012 6:21,Mobiles
1658,Nikon,5290,7,10/26/2012 6:21,Cameras
1659,Fujifilm,3535,7,10/26/2012 6:21,Cameras
1660,Fujifilm,10999,7,10/26/2012 6:21,Cameras
1661,Micromax,3999,4,10/26/2012 6:21,Mobiles
1662,Samsung,4999,3,10/26/2012 6:21,Cameras
1663,Sony,5355,5,10/26/2012 6:21,Cameras
1664,Sony,6365,5,10/26/2012 6:21,Cameras
1665,Sony,12700,4,10/26/2012 6:21,Cameras
1666,Airtyme,2595,4,10/26/2012 6:21,Mobiles
1667,BlackBerry,10419,4,10/26/2012 6:21,Mobiles
1668,Karbonn,6429,6,10/26/2012 6:21,Mobiles
1669,Sony,6800,3,10/26/2012 6:22,Cameras
1670,Sony,16600,7,10/26/2012 6:22,Cameras
1671,Micromax,1539,6,10/26/2012 6:22,Mobiles
1672,Nokia,6410,7,10/26/2012 6:22,Mobiles
1673,Nokia,3299,4,10/26/2012 6:40,Mobiles
1674,Karbonn,4999,5,10/26/2012 6:41,Mobiles
1675,Sony,9550,6,10/26/2012 6:42,Mobiles
1676,Micromax,4499,3,10/26/2012 6:42,Mobiles
1677,Nokia,6099,7,10/26/2012 6:42,Mobiles
1678,Samsung,15900,5,10/26/2012 6:42,Mobiles
1679,Karbonn,8299,3,10/26/2012 6:43,Mobiles
1680,Spice,4907,3,10/26/2012 6:43,Mobiles
1681,LG,6490,7,10/26/2012 7:00,Mobiles
1682,Apple,43640,7,10/26/2012 7:00,Mobiles
1683,BlackBerry,15108,7,10/26/2012 7:00,Mobiles
1684,BlackBerry,9595,4,10/26/2012 7:00,Mobiles
1685,BlackBerry,11505,5,10/26/2012 7:00,Mobiles
1686,BlackBerry,11900,7,10/26/2012 7:00,Mobiles
1687,BlackBerry,18015,6,10/26/2012 7:00,Mobiles
1688,Htc,11511,3,10/26/2012 7:00,Mobiles
1689,Htc,11511,3,10/26/2012 7:00,Mobiles
1690,HTC,13135,7,10/26/2012 7:00,Mobiles
1691,IBall,5899,7,10/26/2012 7:00,Mobiles
1692,Karbonn,4999,4,10/26/2012 7:00,Mobiles
1693,Nokia,9007,4,10/26/2012 7:00,Mobiles
1694,Samsung,37900,4,10/26/2012 7:00,Mobiles
1695,Apple,26485,7,10/26/2012 7:01,Mobiles
1696,Apple,38449,3,10/26/2012 7:01,Mobiles
1697,BlackBerry,25470,7,10/26/2012 7:01,Mobiles
1698,HTC,17831,4,10/26/2012 7:01,Mobiles
1699,HTC,35198,6,10/26/2012 7:01,Mobiles
1700,HTC,35200,3,10/26/2012 7:01,Mobiles
1701,LG,4654,5,10/26/2012 7:01,Mobiles
1702,Micromax,4499,3,10/26/2012 7:01,Mobiles
1703,Micromax,6180,3,10/26/2012 7:01,Mobiles
1704,Motorola,14200,4,10/26/2012 7:01,Mobiles
1705,Motorola,28590,4,10/26/2012 7:01,Mobiles
1706,Nokia,6210,7,10/26/2012 7:01,Mobiles
1707,Nokia,14970,7,10/26/2012 7:01,Mobiles
1708,Nokia,18522,5,10/26/2012 7:01,Mobiles
1709,Samsung,3190,7,10/26/2012 7:01,Mobiles
1710,Samsung,8490,5,10/26/2012 7:01,Mobiles
1711,Sony Ericsson,16900,3,10/26/2012 7:01,Mobiles
1712,Arise,849,3,10/26/2012 7:01,Mobiles
1713,Micromax,4299,6,10/26/2012 7:02,Mobiles
1714,Sony,9550,3,10/26/2012 7:02,Mobiles
1715,Karbonn,4110,7,10/26/2012 7:02,Mobiles
1716,Karbonn,8299,3,10/26/2012 7:02,Mobiles
1717,Karbonn,6700,4,10/26/2012 7:02,Mobiles
1718,Karbonn,6990,5,10/26/2012 7:02,Mobiles
1719,LG,27992,6,10/26/2012 7:02,Mobiles
1720,LG,7252,5,10/26/2012 7:02,Mobiles
1721,MICROMAX,4950,4,10/26/2012 7:02,Mobiles
1722,MOTOROLA,22368,5,10/26/2012 7:02,Mobiles
1723,Nokia,6099,7,10/26/2012 7:02,Mobiles
1724,Nokia,6116,7,10/26/2012 7:02,Mobiles
1725,Nokia,32000,7,10/26/2012 7:02,Mobiles
1726,Samsung,6990,3,10/26/2012 7:02,Mobiles
1727,Samsung,16900,5,10/26/2012 7:02,Mobiles
1728,Samsung,6790,5,10/26/2012 7:02,Mobiles
1729,Sony,14499,4,10/26/2012 7:02,Mobiles
1730,Sony,30999,6,10/26/2012 7:02,Mobiles
1731,Sony,19471,7,10/26/2012 7:02,Mobiles
1732,Sony,9280,3,10/26/2012 7:02,Mobiles
1733,Airtyme,2595,4,10/26/2012 7:02,Mobiles
1734,Nokia,1559,6,10/26/2012 7:02,Mobiles
1735,Nokia,12174,5,10/26/2012 7:02,Mobiles
1736,HTC,20174,3,10/26/2012 7:03,Mobiles
1737,HTC,11974,7,10/26/2012 7:03,Mobiles
1738,HTC,15608,3,10/26/2012 7:03,Mobiles
1739,HTC,19600,5,10/26/2012 7:03,Mobiles
1740,HTC,23747,5,10/26/2012 7:03,Mobiles
1741,LG,13388,4,10/26/2012 7:03,Mobiles
1742,LG,12432,3,10/26/2012 7:03,Mobiles
1743,LG,15894,7,10/26/2012 7:03,Mobiles
1744,LG,9714,3,10/26/2012 7:03,Mobiles
1745,LG,16874,4,10/26/2012 7:03,Mobiles
1746,Samsung,11900,5,10/26/2012 7:03,Mobiles
1747,Samsung,15500,3,10/26/2012 7:03,Mobiles
1748,Samsung,29990,7,10/26/2012 7:03,Mobiles
1749,Samsung,25900,4,10/26/2012 7:03,Mobiles
1750,Samsung,34900,4,10/26/2012 7:03,Mobiles
1751,Samsung,8490,6,10/26/2012 7:03,Mobiles
1752,Sony,17526,6,10/26/2012 7:03,Mobiles
1753,Sony,32085,6,10/26/2012 7:03,Mobiles
1754,Sony,18015,3,10/26/2012 7:03,Mobiles
1755,Sony,22379,3,10/26/2012 7:03,Mobiles
1756,Sony,14614,4,10/26/2012 7:03,Mobiles
1757,Micromax,1539,6,10/26/2012 7:03,Mobiles
1758,Nokia,6410,4,10/26/2012 7:03,Mobiles
1759,BlackBerry,10419,4,10/26/2012 7:03,Mobiles
1760,Karbonn,6429,5,10/26/2012 7:03,Mobiles
1761,Nokia,3299,4,10/26/2012 7:03,Mobiles
1762,LG,8028,4,10/26/2012 7:04,Mobiles
1763,Karbonn,4999,6,10/26/2012 7:21,Mobiles
1764,Sony,9550,3,10/26/2012 7:22,Mobiles
1765,Micromax,4499,7,10/26/2012 7:22,Mobiles
1766,Karbonn,8299,6,10/26/2012 7:23,Mobiles
1767,Nokia,6099,7,10/26/2012 7:23,Mobiles
1768,Samsung,36900,5,10/26/2012 7:23,Mobiles
1769,Intex,887,4,10/26/2012 7:23,Mobiles
1770,HTC,8099,4,10/26/2012 7:40,Mobiles
1771,IBall,5899,3,10/26/2012 7:40,Mobiles
1772,Samsung,7890,6,10/26/2012 7:41,Mobiles
1773,Nokia,2594,7,10/26/2012 7:42,Mobiles
1774,Micromax,1999,5,10/26/2012 7:42,Mobiles
1775,Arise,849,7,10/26/2012 7:44,Mobiles
1776,Nokia,1559,5,10/26/2012 8:00,Mobiles
1777,Airtyme,2595,6,10/26/2012 8:01,Mobiles
1778,Intex,887,3,10/26/2012 8:01,Mobiles
1779,Nokia,6410,5,10/26/2012 8:02,Mobiles
1780,BlackBerry,10419,4,10/26/2012 8:02,Mobiles
1781,Karbonn,6429,4,10/26/2012 8:02,Mobiles
1782,Micromax,1539,3,10/26/2012 8:03,Mobiles
1783,Karbonn,4999,7,10/26/2012 8:20,Mobiles
1784,Motorola,12899,6,10/26/2012 8:20,Mobiles
1785,Micromax,4499,3,10/26/2012 8:21,Mobiles
1786,Sony,9550,3,10/26/2012 8:22,Mobiles
1787,Nokia,6099,6,10/26/2012 8:22,Mobiles
1788,Spice,4907,5,10/26/2012 8:22,Mobiles
