TR_ID,brand,listPrice,shippingPeriod,date,category
231,Micromax,4500,6,10/17/2012 3:02,Mobiles
232,Micromax,990,5,10/17/2012 3:02,Mobiles
233,Micromax,990,6,10/17/2012 3:02,Mobiles
234,Airtyme,2338,6,10/17/2012 3:02,Mobiles
235,BlackBerry,8380,5,10/17/2012 3:02,Mobiles
236,BlackBerry,10749,4,10/17/2012 3:02,Mobiles
237,HTC,10399,4,10/17/2012 3:02,Mobiles
238,IBall,2149,7,10/17/2012 3:02,Mobiles
239,IBall,2149,7,10/17/2012 3:02,Mobiles
240,Karbonn,6429,6,10/17/2012 3:02,Mobiles
241,Lava,1190,7,10/17/2012 3:02,Mobiles
242,Micromax,5209,3,10/17/2012 3:02,Mobiles
243,Motorola,4599,6,10/17/2012 3:02,Mobiles
244,Samsung,990,6,10/17/2012 3:02,Mobiles
245,Samsung,949,7,10/17/2012 3:02,Mobiles
246,Spice,2769,6,10/17/2012 3:02,Mobiles
247,LG,7129,7,10/17/2012 3:03,Mobiles
248,HTC,11999,6,10/17/2012 3:03,Mobiles
249,IBall,12559,6,10/17/2012 3:03,Mobiles
250,Micromax,1539,5,10/17/2012 3:03,Mobiles
251,Micromax,1539,5,10/17/2012 3:03,Mobiles
252,Motorola,14889,7,10/17/2012 3:03,Mobiles
253,Nokia,6410,5,10/17/2012 3:03,Mobiles
254,Sony,14900,5,10/17/2012 3:03,Mobiles
255,Apple,39019,5,10/17/2012 3:03,Mobiles
256,HTC,17899,6,10/17/2012 3:03,Mobiles
257,Micromax,3820,7,10/17/2012 3:03,Mobiles
258,Micromax,2369,3,10/17/2012 3:03,Mobiles
259,Motorola,12990,4,10/17/2012 3:03,Mobiles
260,Motorola,6549,7,10/17/2012 3:03,Mobiles
261,Nokia,1215,5,10/17/2012 3:03,Mobiles
262,Nokia,3299,7,10/17/2012 3:03,Mobiles
263,Samsung,3890,4,10/17/2012 3:03,Mobiles
264,Samsung,11400,7,10/17/2012 3:03,Mobiles
265,Samsung,11900,5,10/17/2012 3:03,Mobiles
266,Micromax,6239,6,10/17/2012 3:04,Mobiles
267,LG,6490,6,10/17/2012 7:00,Mobiles
268,Apple,44990,4,10/17/2012 7:00,Mobiles
269,BlackBerry,15108,5,10/17/2012 7:00,Mobiles
270,BlackBerry,9595,5,10/17/2012 7:00,Mobiles
271,BlackBerry,11505,6,10/17/2012 7:00,Mobiles
272,BlackBerry,11900,7,10/17/2012 7:00,Mobiles
273,BlackBerry,18015,4,10/17/2012 7:00,Mobiles
274,Htc,11511,6,10/17/2012 7:00,Mobiles
275,Htc,11511,3,10/17/2012 7:00,Mobiles
276,HTC,35200,7,10/17/2012 7:00,Mobiles
277,HTC,13135,3,10/17/2012 7:00,Mobiles
278,Karbonn,5290,3,10/17/2012 7:00,Mobiles
279,Nokia,9007,7,10/17/2012 7:00,Mobiles
280,BlackBerry,25470,6,10/17/2012 7:01,Mobiles
281,HTC,17831,4,10/17/2012 7:01,Mobiles
282,HTC,35198,5,10/17/2012 7:01,Mobiles
283,Karbonn,6700,3,10/17/2012 7:01,Mobiles
284,LG,9990,3,10/17/2012 7:01,Mobiles
285,LG,4499,5,10/17/2012 7:01,Mobiles
286,Micromax,4999,7,10/17/2012 7:01,Mobiles
287,Motorola,14200,6,10/17/2012 7:01,Mobiles
288,Motorola,28590,6,10/17/2012 7:01,Mobiles
289,Nokia,6210,7,10/17/2012 7:01,Mobiles
290,Nokia,14970,7,10/17/2012 7:01,Mobiles
291,Nokia,23137,3,10/17/2012 7:01,Mobiles
292,Nokia,18522,4,10/17/2012 7:01,Mobiles
293,Samsung,3190,3,10/17/2012 7:01,Mobiles
294,Samsung,8490,4,10/17/2012 7:01,Mobiles
295,Samsung,6790,7,10/17/2012 7:01,Mobiles
296,Sony Ericsson,16900,7,10/17/2012 7:01,Mobiles
297,Micromax,4299,6,10/17/2012 7:02,Mobiles
298,Sony,10056,6,10/17/2012 7:02,Mobiles
299,HTC,11974,6,10/17/2012 7:02,Mobiles
300,Karbonn,4110,3,10/17/2012 7:02,Mobiles
301,Karbonn,6990,3,10/17/2012 7:02,Mobiles
302,LG,26990,3,10/17/2012 7:02,Mobiles
303,LG,6990,6,10/17/2012 7:02,Mobiles
304,LG,8790,5,10/17/2012 7:02,Mobiles
305,MICROMAX,4950,4,10/17/2012 7:02,Mobiles
306,MOTOROLA,22368,6,10/17/2012 7:02,Mobiles
307,Nokia,6349,5,10/17/2012 7:02,Mobiles
308,Nokia,6116,5,10/17/2012 7:02,Mobiles
309,Nokia,32000,7,10/17/2012 7:02,Mobiles
310,Samsung,11900,3,10/17/2012 7:02,Mobiles
311,Samsung,16900,4,10/17/2012 7:02,Mobiles
312,Samsung,8490,4,10/17/2012 7:02,Mobiles
313,Sony,14499,5,10/17/2012 7:02,Mobiles
314,Sony,30999,7,10/17/2012 7:02,Mobiles
315,Sony,19471,7,10/17/2012 7:02,Mobiles
316,Sony,9280,4,10/17/2012 7:02,Mobiles
317,Karbonn,8990,5,10/17/2012 7:02,Mobiles
318,Nokia,12174,3,10/17/2012 7:02,Mobiles
319,Samsung,41700,5,10/17/2012 7:02,Mobiles
320,HTC,20174,5,10/17/2012 7:03,Mobiles
321,BlackBerry,26997,6,10/17/2012 7:03,Mobiles
322,LG,18291,5,10/17/2012 7:03,Mobiles
323,HTC,20174,7,10/17/2012 7:03,Mobiles
324,HTC,8748,3,10/17/2012 7:03,Mobiles
325,HTC,27994,4,10/17/2012 7:03,Mobiles
326,HTC,31355,6,10/17/2012 7:03,Mobiles
327,IBall,5899,4,10/17/2012 7:03,Mobiles
328,LG,7990,7,10/17/2012 7:03,Mobiles
329,LG,12990,5,10/17/2012 7:03,Mobiles
330,LG,11990,3,10/17/2012 7:03,Mobiles
331,LG,15290,6,10/17/2012 7:03,Mobiles
332,LG,16990,6,10/17/2012 7:03,Mobiles
333,Samsung,15500,6,10/17/2012 7:03,Mobiles
334,Samsung,11400,6,10/17/2012 7:03,Mobiles
335,Samsung,25900,3,10/17/2012 7:03,Mobiles
336,Samsung,34900,4,10/17/2012 7:03,Mobiles
337,Sony,18750,7,10/17/2012 7:03,Mobiles
338,Sony,35001,4,10/17/2012 7:03,Mobiles
339,Sony,18015,3,10/17/2012 7:03,Mobiles
340,Sony,24324,6,10/17/2012 7:03,Mobiles
341,Sony,16074,5,10/17/2012 7:03,Mobiles
342,BlackBerry,32610,4,10/17/2012 7:04,Mobiles
343,Fujifilm,10999,4,10/17/2012 7:42,Cameras
344,Nokia,7399,7,10/17/2012 8:02,Mobiles
345,Sony,21890,3,10/17/2012 8:02,Mobiles
346,AirTyme,1549,6,10/17/2012 8:20,Mobiles
347,Nokia,4069,6,10/17/2012 9:20,Mobiles
348,Samsung,7089,7,10/17/2012 9:21,Mobiles
349,Micromax,1999,5,10/17/2012 9:21,Mobiles
350,Sony,5355,4,10/17/2012 9:21,Cameras
351,Nikon,5290,5,10/17/2012 9:22,Cameras
352,Fujifilm,3535,3,10/17/2012 9:22,Cameras
353,Sony,6365,7,10/17/2012 9:22,Cameras
354,Sony,12700,4,10/17/2012 9:22,Cameras
355,Sony,6800,6,10/17/2012 9:23,Cameras
356,Sony,16600,5,10/17/2012 9:23,Cameras
357,Spice,1029,7,10/17/2012 9:27,Mobiles
358,Karbonn,1599,4,10/17/2012 9:28,Mobiles
359,Lava,1485,5,10/17/2012 9:28,Mobiles
360,Karbonn,1710,4,10/17/2012 9:29,Mobiles
361,Lava,1935,4,10/17/2012 9:29,Mobiles
362,Lava,1908,3,10/17/2012 9:29,Mobiles
363,Micromax,1799,3,10/17/2012 9:29,Mobiles
364,Samsung,1999,6,10/17/2012 9:29,Mobiles
365,Spice,1999,7,10/17/2012 9:30,Mobiles
366,Fujifilm,4499,6,10/17/2012 9:40,Cameras
367,Olympus,4399,6,10/17/2012 9:40,Cameras
368,Sony,11920,4,10/17/2012 9:40,Cameras
369,Sony,9890,4,10/17/2012 9:40,Mobiles
370,Sony,29599,5,10/17/2012 9:40,Mobiles
371,HTC,8299,4,10/17/2012 9:41,Mobiles
372,Huawei,7199,7,10/17/2012 9:41,Mobiles
373,Sony,18999,5,10/17/2012 9:41,Mobiles
374,Sony,33999,7,10/17/2012 9:41,Mobiles
375,Huawei,11799,5,10/17/2012 9:42,Mobiles
376,Sony,17699,5,10/17/2012 9:42,Mobiles
377,AirTyme,1549,5,10/17/2012 9:43,Mobiles
378,Samsung,34900,3,10/17/2012 10:00,Mobiles
379,Nokia,1529,3,10/17/2012 10:00,Mobiles
380,Samsung,39900,3,10/17/2012 10:01,Mobiles
381,Spice,3180,5,10/17/2012 10:01,Mobiles
382,Motorola,4599,3,10/17/2012 10:01,Mobiles
383,Micromax,4500,3,10/17/2012 10:02,Mobiles
384,Nokia,1239,4,10/17/2012 10:02,Mobiles
385,IBall,12559,4,10/17/2012 10:03,Mobiles
386,HTC,35030,4,10/17/2012 10:03,Mobiles
387,Nokia,1049,6,10/17/2012 10:03,Mobiles
388,Motorola,9398,7,10/17/2012 11:40,Mobiles
389,Samsung,949,3,10/17/2012 11:41,Mobiles
390,Micromax,1939,4,10/18/2012 1:20,Mobiles
391,Micromax,4899,7,10/18/2012 1:22,Mobiles
392,Motorola,13000,6,10/18/2012 1:22,Mobiles
393,Sony,26999,5,10/18/2012 1:23,Mobiles
394,Samsung,39900,7,10/18/2012 3:00,Mobiles
395,Arise,859,3,10/18/2012 3:00,Mobiles
396,Karbonn,8399,3,10/18/2012 3:00,Mobiles
397,Samsung,16990,4,10/18/2012 3:00,Mobiles
398,HTC,8049,4,10/18/2012 3:00,Mobiles
399,HTC,10399,6,10/18/2012 3:00,Mobiles
400,Micromax,1584,7,10/18/2012 3:00,Mobiles
401,Micromax,1584,6,10/18/2012 3:00,Mobiles
402,Micromax,3449,3,10/18/2012 3:00,Mobiles
403,Samsung,34900,7,10/18/2012 3:01,Mobiles
404,Samsung,34900,7,10/18/2012 3:01,Mobiles
405,AirTyme,1549,3,10/18/2012 3:01,Mobiles
406,Motorola,19999,4,10/18/2012 3:01,Mobiles
407,Nokia,4589,6,10/18/2012 3:01,Mobiles
408,Airtyme,2489,3,10/18/2012 3:01,Mobiles
409,Motorola,13199,5,10/18/2012 3:01,Mobiles
410,Nokia,1529,4,10/18/2012 3:01,Mobiles
411,Samsung,990,7,10/18/2012 3:01,Mobiles
412,Samsung,949,3,10/18/2012 3:01,Mobiles
413,Samsung,949,4,10/18/2012 3:01,Mobiles
414,Samsung,11400,3,10/18/2012 3:01,Mobiles
415,Samsung,29990,7,10/18/2012 3:01,Mobiles
416,Samsung,7090,6,10/18/2012 3:01,Mobiles
417,Samsung,7090,5,10/18/2012 3:01,Mobiles
418,Samsung,7090,6,10/18/2012 3:01,Mobiles
419,Samsung,8490,7,10/18/2012 3:01,Mobiles
420,Samsung,11900,5,10/18/2012 3:01,Mobiles
421,Spice,3999,3,10/18/2012 3:01,Mobiles
422,Samsung,39900,3,10/18/2012 3:02,Mobiles
423,AirTyme,1549,3,10/18/2012 3:02,Mobiles
424,BlackBerry,14399,6,10/18/2012 3:02,Mobiles
425,Karbonn,5260,5,10/18/2012 3:02,Mobiles
426,Micromax,4500,4,10/18/2012 3:02,Mobiles
427,Micromax,990,5,10/18/2012 3:02,Mobiles
428,Micromax,990,5,10/18/2012 3:02,Mobiles
429,Micromax,1539,4,10/18/2012 3:02,Mobiles
430,Micromax,1479,3,10/18/2012 3:02,Mobiles
431,BlackBerry,8380,7,10/18/2012 3:02,Mobiles
432,BlackBerry,10749,5,10/18/2012 3:02,Mobiles
433,HTC,8099,6,10/18/2012 3:02,Mobiles
434,HTC,10399,7,10/18/2012 3:02,Mobiles
435,IBall,2149,7,10/18/2012 3:02,Mobiles
436,Karbonn,6429,6,10/18/2012 3:02,Mobiles
437,Lava,1190,7,10/18/2012 3:02,Mobiles
438,Micromax,5209,7,10/18/2012 3:02,Mobiles
439,Micromax,2369,7,10/18/2012 3:02,Mobiles
440,Motorola,12990,4,10/18/2012 3:02,Mobiles
441,Motorola,9398,7,10/18/2012 3:02,Mobiles
442,LG,7129,6,10/18/2012 3:03,Mobiles
443,HTC,11999,4,10/18/2012 3:03,Mobiles
444,IBall,12559,4,10/18/2012 3:03,Mobiles
445,Micromax,3749,5,10/18/2012 3:03,Mobiles
446,Micromax,6239,3,10/18/2012 3:03,Mobiles
447,Motorola,14889,4,10/18/2012 3:03,Mobiles
448,Nokia,6410,3,10/18/2012 3:03,Mobiles
449,Sony,22900,4,10/18/2012 3:03,Mobiles
450,Sony,14900,7,10/18/2012 3:03,Mobiles
451,Apple,39019,4,10/18/2012 3:03,Mobiles
452,HTC,10299,7,10/18/2012 3:03,Mobiles
453,HTC,17899,6,10/18/2012 3:03,Mobiles
454,Micromax,3820,3,10/18/2012 3:03,Mobiles
455,Micromax,1818,7,10/18/2012 3:03,Mobiles
456,Motorola,6549,6,10/18/2012 3:03,Mobiles
457,Nokia,3299,5,10/18/2012 3:03,Mobiles
458,Samsung,3890,5,10/18/2012 3:03,Mobiles
459,Samsung,2490,4,10/18/2012 3:03,Mobiles
460,Sony Ericsson,15199,3,10/18/2012 3:03,Mobiles
461,Sony,29388,3,10/18/2012 3:03,Mobiles
462,Sony,28199,6,10/18/2012 4:21,Mobiles
463,Nikon,4355,4,10/18/2012 4:22,Cameras
464,Samsung,36900,4,10/18/2012 4:23,Mobiles
465,Karbonn,9699,5,10/18/2012 5:00,Mobiles
466,Spice,2949,6,10/18/2012 5:21,Mobiles
467,Spice,2949,3,10/18/2012 5:21,Mobiles
468,Nokia,4069,6,10/18/2012 6:00,Mobiles
469,Micromax,1999,4,10/18/2012 6:01,Mobiles
470,Zen,1999,7,10/18/2012 6:01,Mobiles
471,Sony,16600,3,10/18/2012 6:02,Cameras
472,LG,16490,6,10/18/2012 6:21,Mobiles
473,Nokia,9099,6,10/18/2012 6:21,Mobiles
474,Nokia,11859,6,10/18/2012 6:21,Mobiles
475,Nokia,22599,3,10/18/2012 6:40,Mobiles
476,Huawei,9489,3,10/18/2012 6:40,Mobiles
477,Motorola,10790,4,10/18/2012 6:40,Mobiles
478,Nokia,7449,4,10/18/2012 6:40,Mobiles
479,Sony,17090,3,10/18/2012 6:40,Mobiles
480,Nokia,12999,5,10/18/2012 6:40,Mobiles
481,Airtyme,2489,4,10/18/2012 6:41,Mobiles
482,Micromax,1939,6,10/18/2012 6:41,Mobiles
483,Motorola,9398,5,10/18/2012 6:41,Mobiles
484,BlackBerry,15108,4,10/18/2012 7:00,Mobiles
485,BlackBerry,9595,5,10/18/2012 7:00,Mobiles
